time,phase,predicted_emotion,predicted_emotion_2nd,sport
1486352198.0,3,0,27,Football
1486352202.0,3,4,22,Football
1486352202.0,3,0,13,Football
1486352206.0,3,4,27,Football
1486352208.0,3,3,9,Football
1486352209.0,3,0,13,Football
1486352213.0,3,27,3,Football
1486352219.0,3,2,3,Football
1486352227.0,3,3,0,Football
1486352228.0,3,9,27,Football
1486352229.0,3,26,3,Football
1486352232.0,3,27,22,Football
1486352236.0,3,26,27,Football
1486352236.0,3,20,3,Football
1486352239.0,3,9,27,Football
1486352252.0,3,20,8,Football
1486352253.0,3,3,2,Football
1486352259.0,3,0,20,Football
1486352278.0,3,27,23,Football
1486352281.0,3,3,27,Football
1486352302.0,3,0,18,Football
1486352305.0,3,3,2,Football
1486352315.0,3,27,4,Football
1486352324.0,3,3,11,Football
1486352324.0,3,27,10,Football
1486352325.0,3,27,0,Football
1486352330.0,3,0,24,Football
1486352340.0,3,8,13,Football
1486352356.0,3,27,6,Football
1486352365.0,3,13,17,Football
1486352367.0,3,26,7,Football
1486352368.0,3,7,6,Football
1486352383.0,3,2,3,Football
1486352388.0,3,27,3,Football
1486352405.0,3,3,9,Football
1486352409.0,3,6,10,Football
1486352410.0,3,7,3,Football
1486352414.0,3,0,4,Football
1486352419.0,3,2,27,Football
1486352421.0,3,27,0,Football
1486352423.0,3,27,22,Football
1486352427.0,3,27,0,Football
1486352466.0,3,27,9,Football
1486352466.0,3,0,21,Football
1486352472.0,3,27,4,Football
1486352482.0,3,27,2,Football
1486352484.0,3,27,15,Football
1486352498.0,3,18,0,Football
1486352515.0,3,27,21,Football
1486352541.0,3,1,17,Football
1486352561.0,3,2,3,Football
1486352573.0,3,7,3,Football
1486352575.0,3,27,0,Football
1486352575.0,3,7,27,Football
1486352577.0,3,18,0,Football
1486352579.0,3,18,0,Football
1486352610.0,3,27,11,Football
1486352648.0,3,15,27,Football
1486352649.0,3,27,10,Football
1486352664.0,3,1,17,Football
1486352664.0,3,27,2,Football
1486352690.0,3,1,2,Football
1486352714.0,3,0,27,Football
1486352755.0,3,27,4,Football
1486352768.0,3,14,13,Football
1486352888.0,3,6,7,Football
1486352907.0,3,22,17,Football
1486352908.0,3,27,4,Football
1486352974.0,3,27,4,Football
1486353038.0,3,20,27,Football
1486353201.0,3,22,27,Football
1486353241.0,3,0,17,Football
1486353242.0,3,2,3,Football
1486353251.0,3,21,0,Football
1486353261.0,3,0,27,Football
1486353265.0,3,27,7,Football
1486353304.0,3,25,16,Football
1486353551.0,3,8,27,Football
1486353625.0,3,27,4,Football
1486353708.0,3,25,9,Football
1486353767.0,3,2,3,Football
1486353769.0,3,27,20,Football
1486353902.0,3,20,0,Football
1486354100.0,3,3,27,Football
1486354106.0,3,27,7,Football
1486354271.0,3,27,0,Football
1486354531.0,3,27,6,Football
1486355350.0,3,27,4,Football
1486355695.0,3,0,17,Football
1486355702.0,3,20,27,Football
1486355774.0,3,27,10,Football
1486355851.0,3,2,25,Football
1486355872.0,3,7,27,Football
1486355963.0,3,27,6,Football
1486356038.0,3,22,4,Football
1486356072.0,3,27,3,Football
1486356291.0,3,27,11,Football
1486356528.0,3,6,27,Football
1486357113.0,3,27,7,Football
1486357279.0,3,7,5,Football
1486357337.0,3,27,7,Football
1486357351.0,3,18,15,Football
1486357473.0,3,0,13,Football
1486357611.0,3,1,3,Football
1486358838.0,3,27,7,Football
1486358879.0,3,27,4,Football
1486359446.0,3,20,13,Football
1486359449.0,3,27,13,Football
1486359529.0,3,27,7,Football
1486359904.0,3,27,22,Football
1486360084.0,3,2,3,Football
1486360099.0,3,27,4,Football
1486360279.0,3,9,22,Football
1486361470.0,3,26,13,Football
1486361549.0,3,27,20,Football
1486362534.0,3,1,0,Football
1486362715.0,3,6,7,Football
1486363206.0,3,27,22,Football
1486364604.0,3,0,13,Football
1486364770.0,3,7,27,Football
1486365494.0,3,7,27,Football
1486365581.0,3,27,2,Football
1486365678.0,3,27,6,Football
1486371576.0,3,27,3,Football
1486372522.0,3,4,20,Football
1486373949.0,3,27,4,Football
1486379615.0,3,26,9,Football
1486379985.0,3,6,27,Football
1486394679.0,3,8,27,Football
1486396988.0,3,27,4,Football
1486399724.0,3,1,3,Football
1486399936.0,3,3,13,Football
1486403261.0,3,7,27,Football
1486412196.0,3,7,0,Football
1486412534.0,3,27,7,Football
1486374442.0,3,3,9,Football
1486352658.0,3,14,26,Football
1486383328.0,3,7,27,Football
1486351872.0,3,27,25,Football
1486359534.0,3,0,22,Football
1486383619.0,3,3,27,Football
1486392505.0,3,3,9,Football
1486364788.0,3,0,10,Football
1486352705.0,3,18,0,Football
1486351580.0,3,27,0,Football
1486351580.0,3,27,2,Football
1486351720.0,3,27,22,Football
1486351758.0,3,22,9,Football
1486351763.0,3,27,9,Football
1486351919.0,3,0,15,Football
1486352023.0,3,2,3,Football
1486353874.0,3,0,13,Football
1486353912.0,3,4,27,Football
1486355174.0,3,7,26,Football
1486357627.0,3,27,22,Football
1486358485.0,3,27,0,Football
1486358803.0,3,27,7,Football
1486358871.0,3,20,7,Football
1486359071.0,3,2,27,Football
1486359160.0,3,27,15,Football
1486359200.0,3,27,15,Football
1486363044.0,3,11,20,Football
1486363763.0,3,27,26,Football
1486368099.0,3,7,27,Football
1486380490.0,3,27,0,Football
1486381796.0,3,7,26,Football
1486385304.0,3,27,0,Football
1486389898.0,3,17,9,Football
1486394276.0,3,27,0,Football
1486394805.0,3,27,7,Football
1486351553.0,3,27,22,Football
1486354389.0,3,27,22,Football
1486368710.0,3,27,3,Football
1486351682.0,3,2,3,Football
1486363131.0,3,22,0,Football
1486352926.0,3,6,2,Football
1486363654.0,3,14,0,Football
1486392577.0,3,0,15,Football
1486392593.0,3,6,9,Football
1486398157.0,3,27,15,Football
1486352065.0,3,27,22,Football
1486351679.0,3,27,3,Football
1486357267.0,3,27,18,Football
1486358299.0,3,3,0,Football
1486353355.0,3,27,3,Football
1486352570.0,3,2,26,Football
1486391527.0,3,10,3,Football
1486359961.0,3,3,10,Football
1486351719.0,3,27,3,Football
1486351745.0,3,27,3,Football
1486351775.0,3,27,6,Football
1486351808.0,3,27,22,Football
1486352261.0,3,3,9,Football
1486352738.0,3,2,27,Football
1486363079.0,3,18,17,Football
1486380993.0,3,9,22,Football
1486393394.0,3,3,2,Football
1486393402.0,3,26,9,Football
1486397368.0,3,26,0,Football
1486399174.0,3,25,27,Football
1486399838.0,3,7,20,Football
1486354649.0,3,15,27,Football
1486365810.0,3,9,27,Football
1486388403.0,3,27,3,Football
1486382128.0,3,2,3,Football
1486360005.0,3,2,3,Football
1486360099.0,3,3,2,Football
1486392832.0,3,6,27,Football
1486395061.0,3,27,0,Football
1486351860.0,3,0,27,Football
1486352793.0,3,27,0,Football
1486356739.0,3,0,13,Football
1486357088.0,3,27,24,Football
1486358300.0,3,27,26,Football
1486393897.0,3,27,3,Football
1486394709.0,3,20,9,Football
1486392002.0,3,27,7,Football
1486369666.0,3,7,20,Football
1486353571.0,3,22,27,Football
1486353707.0,3,20,4,Football
1486400606.0,3,3,1,Football
1486352722.0,3,27,0,Football
1486356685.0,3,27,20,Football
1486351572.0,3,27,9,Football
1486400173.0,3,27,7,Football
1486392148.0,3,27,4,Football
1486356863.0,3,27,3,Football
1486381656.0,3,1,2,Football
1486356756.0,3,26,21,Football
1486357908.0,3,18,10,Football
1486352693.0,3,2,3,Football
1486365630.0,3,9,3,Football
1486353042.0,3,0,27,Football
1486352916.0,3,27,5,Football
1486355379.0,3,27,7,Football
1486362224.0,3,0,13,Football
1486352795.0,3,0,4,Football
1486387431.0,3,27,3,Football
1486351649.0,3,10,27,Football
1486351623.0,3,27,4,Football
1486351655.0,3,27,3,Football
1486351646.0,3,27,10,Football
1486351750.0,3,22,27,Football
1486355675.0,3,27,7,Football
1486351974.0,3,9,7,Football
1486352368.0,3,27,10,Football
1486352333.0,3,14,11,Football
1486352859.0,3,27,3,Football
1486352065.0,3,1,27,Football
1486355492.0,3,0,22,Football
1486354153.0,3,27,15,Football
1486355788.0,3,1,0,Football
1486351780.0,3,27,3,Football
1486351664.0,3,27,22,Football
1486351807.0,3,27,22,Football
1486355006.0,3,18,27,Football
1486351636.0,3,0,13,Football
1486356601.0,3,3,10,Football
1486356785.0,3,26,2,Football
1486357204.0,3,27,3,Football
1486357268.0,3,27,3,Football
1486357778.0,3,27,8,Football
1486359914.0,3,1,27,Football
1486359914.0,3,1,27,Football
1486361766.0,3,27,3,Football
1486390086.0,3,20,22,Football
1486392362.0,3,3,27,Football
1486392794.0,3,20,26,Football
1486399102.0,3,1,3,Football
1486400294.0,3,2,3,Football
1486354406.0,3,27,3,Football
1486352931.0,3,27,7,Football
1486354786.0,3,1,27,Football
1486361952.0,3,25,16,Football
1486354286.0,3,3,2,Football
1486357174.0,3,25,22,Football
1486358266.0,3,0,21,Football
1486358294.0,3,4,27,Football
1486355852.0,3,22,9,Football
1486356172.0,3,27,7,Football
1486357821.0,3,27,26,Football
1486357533.0,3,2,11,Football
1486384096.0,3,27,2,Football
1486359838.0,3,27,25,Football
1486362381.0,3,1,22,Football
1486378757.0,3,0,18,Football
1486412597.0,3,10,27,Football
1486390118.0,3,27,4,Football
1486354247.0,3,27,2,Football
1486355973.0,3,27,3,Football
1486386236.0,3,0,26,Football
1486363216.0,3,27,0,Football
1486397208.0,3,22,27,Football
1486393998.0,3,27,3,Football
1486398336.0,3,27,22,Football
1486398228.0,3,27,7,Football
1486358558.0,3,0,3,Football
1486382385.0,3,0,18,Football
1486357576.0,3,22,27,Football
1486356405.0,3,10,27,Football
1486357323.0,3,27,17,Football
1486356867.0,3,0,4,Football
1486359220.0,3,22,27,Football
1486360385.0,3,27,13,Football
1486367633.0,3,6,7,Football
1486357208.0,3,7,27,Football
1486357096.0,3,3,2,Football
1486352290.0,3,0,4,Football
1486353843.0,3,6,27,Football
1486351781.0,3,27,5,Football
1486353032.0,3,27,7,Football
1486352714.0,3,27,10,Football
1486351895.0,3,7,6,Football
1486351798.0,3,18,1,Football
1486353678.0,3,13,27,Football
1486352960.0,3,27,13,Football
1486353680.0,3,15,8,Football
1486352314.0,3,20,8,Football
1486353227.0,3,0,4,Football
1486353262.0,3,27,0,Football
1486353782.0,3,1,17,Football
1486354777.0,3,27,7,Football
1486357550.0,3,27,5,Football
1486358012.0,3,0,2,Football
1486358018.0,3,6,3,Football
1486358387.0,3,27,10,Football
1486362912.0,3,27,7,Football
1486364591.0,3,27,3,Football
1486388860.0,3,27,4,Football
1486353301.0,3,2,3,Football
1486354842.0,3,27,22,Football
1486351816.0,3,26,13,Football
1486354956.0,3,0,27,Football
1486354388.0,3,0,27,Football
1486357558.0,3,27,3,Football
1486352670.0,3,21,0,Football
1486357378.0,3,0,9,Football
1486355796.0,3,0,27,Football
1486358730.0,3,0,27,Football
1486361164.0,3,24,0,Football
1486359399.0,3,4,27,Football
1486360289.0,3,27,3,Football
1486363239.0,3,27,13,Football
1486370308.0,3,27,0,Football
1486388725.0,3,27,4,Football
1486353062.0,3,2,3,Football
1486358808.0,3,7,27,Football
1486387451.0,3,27,4,Football
1486353425.0,3,15,2,Football
1486354530.0,3,1,22,Football
1486357161.0,3,7,6,Football
1486362666.0,3,8,20,Football
1486356069.0,3,17,0,Football
1486366262.0,3,1,26,Football
1486358173.0,3,9,3,Football
1486362354.0,3,1,6,Football
1486359615.0,3,27,3,Football
1486392126.0,3,2,3,Football
1486363354.0,3,27,15,Football
1486354340.0,3,4,27,Football
1486353538.0,3,27,13,Football
1486352320.0,3,0,13,Football
1486356590.0,3,27,0,Football
1486357275.0,3,27,7,Football
1486354411.0,3,4,3,Football
1486355489.0,3,27,7,Football
1486357026.0,3,9,25,Football
1486358279.0,3,0,13,Football
1486360213.0,3,27,6,Football
1486361859.0,3,8,9,Football
1486363648.0,3,22,4,Football
1486354454.0,3,10,3,Football
1486370130.0,3,3,0,Football
1486379114.0,3,27,22,Football
1486380624.0,3,27,22,Football
1488842696.0,3,22,27,Football
1486356364.0,3,27,10,Football
1486351714.0,3,3,27,Football
1486351885.0,3,27,22,Football
1486351705.0,3,27,4,Football
1486351722.0,3,27,0,Football
1486351706.0,3,27,4,Football
1486351816.0,3,6,7,Football
1486351857.0,3,22,20,Football
1486351936.0,3,27,10,Football
1486351967.0,3,27,7,Football
1486352711.0,3,4,22,Football
1486354322.0,3,27,6,Football
1486355626.0,3,27,20,Football
1486361451.0,3,4,27,Football
1486351649.0,3,27,9,Football
1486351714.0,3,27,22,Football
1486352103.0,3,27,4,Football
1486352847.0,3,27,0,Football
1486353578.0,3,27,4,Football
1486351727.0,3,7,6,Football
1486351787.0,3,7,3,Football
1486352185.0,3,27,4,Football
1486353725.0,3,27,3,Football
1486354468.0,3,27,4,Football
1486355786.0,3,4,27,Football
1486358660.0,3,0,27,Football
1486360247.0,3,27,4,Football
1486360735.0,3,4,27,Football
1486363762.0,3,27,4,Football
1486364722.0,3,27,0,Football
1486366190.0,3,27,4,Football
1486353986.0,3,27,20,Football
1486352822.0,3,1,22,Football
1486365481.0,3,27,9,Football
1486394052.0,3,27,7,Football
1486352661.0,3,9,27,Football
1486391421.0,3,27,10,Football
1486397319.0,3,27,7,Football
1486355722.0,3,27,3,Football
1486355453.0,3,27,3,Football
1486354589.0,3,27,3,Football
1486354781.0,3,1,17,Football
1486356815.0,3,7,6,Football
1486357140.0,3,27,0,Football
1486355303.0,3,3,7,Football
1486356086.0,3,7,27,Football
1486352386.0,3,7,0,Football
1486352908.0,3,14,11,Football
1486352692.0,3,9,27,Football
1486364860.0,3,27,3,Football
1486368635.0,3,20,22,Football
1486354712.0,3,27,2,Football
1486352439.0,3,7,27,Football
1486356495.0,3,27,9,Football
1486355606.0,3,9,27,Football
1486360564.0,3,7,6,Football
1486352982.0,3,4,3,Football
1486355057.0,3,1,2,Football
1486355987.0,3,27,26,Football
1486360889.0,3,4,5,Football
1486352002.0,3,9,11,Football
1486352233.0,3,17,15,Football
1486351871.0,3,27,4,Football
1486352880.0,3,3,22,Football
1486356596.0,3,27,20,Football
1486357089.0,3,17,15,Football
1486358229.0,3,15,6,Football
1486382810.0,3,27,22,Football
1486356352.0,3,22,27,Football
1486352596.0,3,3,11,Football
1486356170.0,3,0,5,Football
1486397892.0,3,3,27,Football
1486357333.0,3,0,20,Football
1486357460.0,3,27,21,Football
1486357492.0,3,0,20,Football
1486358101.0,3,3,2,Football
1486358104.0,3,20,0,Football
1486359829.0,3,4,27,Football
1486360330.0,3,3,2,Football
1486360484.0,3,0,20,Football
1486363783.0,3,27,9,Football
1486364008.0,3,20,0,Football
1486365916.0,3,1,18,Football
1486388417.0,3,9,3,Football
1486397245.0,3,27,22,Football
1486407192.0,3,20,9,Football
1486353568.0,3,27,1,Football
1486352637.0,3,27,4,Football
1486357344.0,3,7,13,Football
1486359529.0,3,7,27,Football
1486357769.0,3,27,4,Football
1486355948.0,3,27,10,Football
1486362751.0,3,0,18,Football
1486407277.0,3,27,4,Football
1486359691.0,3,0,15,Football
1486356276.0,3,2,27,Football
1486355830.0,3,27,15,Football
1486401058.0,3,0,27,Football
1486363985.0,3,27,3,Football
1486359968.0,3,2,27,Football
1486358639.0,3,27,0,Football
1486395625.0,3,27,22,Football
1486373383.0,3,7,4,Football
1486367348.0,3,9,10,Football
1486392834.0,3,9,27,Football
1486485833.0,3,27,14,Football
1486510926.0,3,9,3,Football
1486351759.0,3,27,4,Football
1486351811.0,3,27,18,Football
1486351848.0,3,27,4,Football
1486351846.0,3,27,7,Football
1486357286.0,3,27,0,Football
1486353688.0,3,27,6,Football
1486356553.0,3,10,3,Football
1486362932.0,3,27,3,Football
1486356931.0,3,27,3,Football
1486364105.0,3,27,0,Football
1486353582.0,3,27,22,Football
1486358429.0,3,10,3,Football
1486360918.0,3,0,4,Football
1486369205.0,3,7,10,Football
1486353397.0,3,27,0,Football
1486353749.0,3,15,27,Football
1486353647.0,3,27,4,Football
1486357758.0,3,27,7,Football
1486356832.0,3,27,4,Football
1486357363.0,3,27,9,Football
1486357603.0,3,27,6,Football
1486358333.0,3,27,20,Football
1486356981.0,3,0,17,Football
1486392636.0,3,27,7,Football
1486364884.0,3,0,27,Football
1486354825.0,3,27,9,Football
1486358108.0,3,1,20,Football
1486354271.0,3,5,27,Football
1486355850.0,3,11,27,Football
1486351627.0,3,0,21,Football
1486356013.0,3,18,2,Football
1486355893.0,3,7,27,Football
1486397789.0,3,27,6,Football
1486352068.0,3,27,10,Football
1486353416.0,3,3,9,Football
1486355420.0,3,9,0,Football
1486355046.0,3,27,3,Football
1486372385.0,3,27,4,Football
1486391409.0,3,27,3,Football
1486359994.0,3,27,22,Football
1486357539.0,3,5,0,Football
1486360502.0,3,27,3,Football
1486358093.0,3,6,26,Football
1486366603.0,3,6,9,Football
1486385989.0,3,27,0,Football
1486359282.0,3,11,3,Football
1486352357.0,3,4,18,Football
1486354658.0,3,3,20,Football
1486361128.0,3,27,10,Football
1486355282.0,3,27,0,Football
1486355616.0,3,3,2,Football
1486354361.0,3,6,7,Football
1486358506.0,3,0,22,Football
1486352304.0,3,27,4,Football
1486354157.0,3,27,4,Football
1486355663.0,3,4,3,Football
1486353091.0,3,27,9,Football
1486352527.0,3,3,6,Football
1486355285.0,3,27,4,Football
1486360135.0,3,0,15,Football
1486361011.0,3,20,4,Football
1486359149.0,3,27,4,Football
1486355396.0,3,27,0,Football
1486400301.0,3,23,4,Football
1486363985.0,3,3,27,Football
1486358149.0,3,3,9,Football
1486353019.0,3,27,4,Football
1486353144.0,3,27,7,Football
1486362689.0,3,27,4,Football
1486359795.0,3,6,7,Football
1486360722.0,3,27,20,Football
1486354205.0,3,27,3,Football
1486357739.0,3,2,27,Football
1486388359.0,3,7,6,Football
1486352305.0,3,27,14,Football
1486353983.0,3,17,27,Football
1486353253.0,3,27,4,Football
1486379180.0,3,27,3,Football
1486387440.0,3,27,3,Football
1486353454.0,3,27,21,Football
1486355410.0,3,27,13,Football
1486353125.0,3,27,4,Football
1486353009.0,3,27,4,Football
1486356204.0,3,27,7,Football
1486359958.0,3,27,4,Football
1486361008.0,3,6,7,Football
1486356528.0,3,7,27,Football
1486361010.0,3,26,0,Football
1486391811.0,3,0,4,Football
1486352753.0,3,27,2,Football
1486352143.0,3,27,7,Football
1486360895.0,3,0,27,Football
1486352290.0,3,27,7,Football
1486357431.0,3,27,0,Football
1486357974.0,3,27,9,Football
1486404174.0,3,2,3,Football
1486392890.0,3,27,4,Football
1486354365.0,3,3,27,Football
1486356226.0,3,27,15,Football
1486360643.0,3,27,10,Football
1486351962.0,3,17,13,Football
1486352164.0,3,15,17,Football
1486355305.0,3,3,9,Football
1486353418.0,3,18,0,Football
1486354462.0,3,26,0,Football
1486354987.0,3,18,17,Football
1486353523.0,3,10,25,Football
1486356257.0,3,10,27,Football
1486354333.0,3,27,4,Football
1486354138.0,3,25,9,Football
1486359203.0,3,26,0,Football
1486363486.0,3,27,9,Football
1486351665.0,3,27,3,Football
1486351751.0,3,27,17,Football
1486353771.0,3,22,27,Football
1486353280.0,3,22,27,Football
1486353576.0,3,3,2,Football
1486354181.0,3,27,4,Football
1486352473.0,3,9,27,Football
1486354381.0,3,4,0,Football
1486357374.0,3,12,3,Football
1486352343.0,3,27,1,Football
1486353779.0,3,3,10,Football
1486354319.0,3,27,22,Football
1486354339.0,3,27,20,Football
1486357423.0,3,27,3,Football
1486360194.0,3,27,3,Football
1486360777.0,3,27,10,Football
1486363515.0,3,27,22,Football
1486370263.0,3,9,27,Football
1486386602.0,3,27,17,Football
1486354779.0,3,27,15,Football
1486364795.0,3,1,0,Football
1486352717.0,3,27,0,Football
1486351629.0,3,27,0,Football
1486351610.0,3,27,7,Football
1486351705.0,3,2,27,Football
1486351658.0,3,27,6,Football
1486351667.0,3,27,13,Football
1486351738.0,3,27,4,Football
1486353019.0,3,1,2,Football
1486351821.0,3,27,4,Football
1486352009.0,3,27,13,Football
1486354163.0,3,0,1,Football
1486399247.0,3,0,17,Football
1486354100.0,3,27,5,Football
1486358210.0,3,27,22,Football
1486354792.0,3,27,20,Football
1486354656.0,3,27,11,Football
1486357586.0,3,27,4,Football
1486361801.0,3,14,10,Football
1486360670.0,3,27,20,Football
1486351987.0,3,27,4,Football
1486356216.0,3,20,27,Football
1486352082.0,3,25,17,Football
1486364765.0,3,27,7,Football
1486351930.0,3,27,3,Football
1486354020.0,3,27,7,Football
1486355752.0,3,22,27,Football
1486360944.0,3,0,20,Football
1486379400.0,3,4,27,Football
1486361356.0,3,27,22,Football
1486351890.0,3,0,2,Football
1486352107.0,3,3,27,Football
1486355299.0,3,4,27,Football
1486357406.0,3,25,9,Football
1486351942.0,3,2,27,Football
1486353866.0,3,27,22,Football
1486354290.0,3,0,27,Football
1486357210.0,3,3,2,Football
1486351836.0,3,9,8,Football
1486355877.0,3,20,2,Football
1486359319.0,3,18,0,Football
1486354046.0,3,27,3,Football
1486356907.0,3,4,13,Football
1486359235.0,3,15,4,Football
1486365168.0,3,22,4,Football
1486363976.0,3,0,4,Football
1486361375.0,3,22,26,Football
1486369181.0,3,20,27,Football
1486354354.0,3,27,1,Football
1486355171.0,3,4,27,Football
1486354130.0,3,4,27,Football
1486361257.0,3,27,4,Football
1486363059.0,3,20,13,Football
1486400873.0,3,3,27,Football
1487368039.0,3,27,7,Football
1486360190.0,3,10,27,Football
1486361932.0,3,27,20,Football
1486364270.0,3,0,5,Football
1486354969.0,3,27,3,Football
1486364816.0,3,27,10,Football
1486354983.0,3,10,3,Football
1486379586.0,3,27,7,Football
1486387303.0,3,27,4,Football
1486356683.0,3,18,0,Football
1486357389.0,3,27,4,Football
1486363435.0,3,18,17,Football
1486361415.0,3,11,27,Football
1486362526.0,3,2,27,Football
1486391836.0,3,27,6,Football
1486355605.0,3,27,2,Football
1486352351.0,3,3,2,Football
1486365434.0,3,9,3,Football
1486352901.0,3,27,10,Football
1486398310.0,3,27,2,Football
1486354408.0,3,27,9,Football
1486353608.0,3,27,17,Football
1486359954.0,3,22,20,Football
1486360467.0,3,4,27,Football
1486357175.0,3,20,0,Football
1486364894.0,3,27,2,Football
1486358880.0,3,1,27,Football
1486363051.0,3,0,4,Football
1486391750.0,3,9,3,Football
1486361802.0,3,27,22,Football
1486362845.0,3,27,22,Football
1486363608.0,3,27,17,Football
1486353905.0,3,22,9,Football
1486356994.0,3,27,22,Football
1486354625.0,3,27,4,Football
1486356433.0,3,7,6,Football
1486390100.0,3,1,10,Football
1486354521.0,3,1,22,Football
1486353684.0,3,27,6,Football
1486359363.0,3,27,20,Football
1486357074.0,3,0,4,Football
1486365245.0,3,27,9,Football
1486374018.0,3,27,3,Football
1486368371.0,3,6,7,Football
1486373888.0,3,27,3,Football
1486355687.0,3,27,22,Football
1486352455.0,3,27,3,Football
1486358213.0,3,27,22,Football
1486360424.0,3,3,22,Football
1486353890.0,3,3,2,Football
1486353104.0,3,0,27,Football
1486352834.0,3,27,10,Football
1486354139.0,3,27,3,Football
1486355436.0,3,27,0,Football
1486352917.0,3,0,4,Football
1486353162.0,3,1,27,Football
1486356544.0,3,3,4,Football
1486365080.0,3,9,27,Football
1486363361.0,3,27,0,Football
1486366937.0,3,3,9,Football
1486370031.0,3,2,3,Football
1486370028.0,3,26,3,Football
1486355964.0,3,10,27,Football
1486385799.0,3,6,27,Football
1486392358.0,3,3,27,Football
1486357446.0,3,27,22,Football
1486354574.0,3,7,27,Football
1486357163.0,3,27,2,Football
1486354356.0,3,2,3,Football
1486352027.0,3,27,2,Football
1486355470.0,3,2,3,Football
1486355289.0,3,27,3,Football
1486365300.0,3,1,10,Football
1486355223.0,3,27,0,Football
1486355215.0,3,0,27,Football
1486357347.0,3,15,27,Football
1486390772.0,3,2,10,Football
1486398119.0,3,2,27,Football
1486357295.0,3,2,3,Football
1486357079.0,3,27,4,Football
1486352714.0,3,27,7,Football
1486353899.0,3,25,9,Football
1486368227.0,3,27,3,Football
1486357419.0,3,3,2,Football
1486352788.0,3,27,7,Football
1486364214.0,3,15,27,Football
1486394558.0,3,27,0,Football
1486361364.0,3,5,22,Football
1486357788.0,3,2,27,Football
1486364206.0,3,6,22,Football
1486355938.0,3,27,4,Football
1486397354.0,3,7,27,Football
1486363749.0,3,27,0,Football
1486357017.0,3,26,22,Football
1486358112.0,3,6,22,Football
1486359341.0,3,27,0,Football
1486365492.0,3,6,3,Football
1486352931.0,3,2,27,Football
1486352962.0,3,27,3,Football
1486358809.0,3,27,10,Football
1486355733.0,3,10,27,Football
1486402026.0,3,27,4,Football
1486356869.0,3,7,3,Football
1486357365.0,3,6,7,Football
1486352740.0,3,20,5,Football
1486360918.0,3,18,0,Football
1486351793.0,3,6,22,Football
1486352176.0,3,27,4,Football
1486352011.0,3,22,27,Football
1486352051.0,3,27,0,Football
1486351895.0,3,18,17,Football
1486352116.0,3,27,3,Football
1486353264.0,3,1,0,Football
1486373723.0,3,7,27,Football
1486352744.0,3,27,20,Football
1486356800.0,3,26,13,Football
1486354396.0,3,20,9,Football
1486358461.0,3,27,4,Football
1486358961.0,3,27,0,Football
1486363865.0,3,27,7,Football
1486352002.0,3,0,18,Football
1486365304.0,3,4,20,Football
1486354524.0,3,27,17,Football
1486361474.0,3,25,9,Football
1486351807.0,3,25,9,Football
1486352663.0,3,2,3,Football
1486352669.0,3,3,27,Football
1486352717.0,3,11,3,Football
1486352685.0,3,2,27,Football
1486352762.0,3,2,3,Football
1486355305.0,3,27,22,Football
1486357621.0,3,27,3,Football
1486357212.0,3,3,0,Football
1486352850.0,3,27,3,Football
1486352716.0,3,27,4,Football
1486355878.0,3,27,3,Football
1486357590.0,3,9,25,Football
1486361212.0,3,2,11,Football
1486352878.0,3,3,10,Football
1486354659.0,3,17,4,Football
1486361560.0,3,6,22,Football
1486354601.0,3,2,3,Football
1486353709.0,3,5,27,Football
1486365188.0,3,27,4,Football
1486388717.0,3,27,3,Football
1486353788.0,3,27,9,Football
1486356589.0,3,27,4,Football
1486386002.0,3,9,3,Football
1486356687.0,3,10,11,Football
1486356002.0,3,0,27,Football
1486357893.0,3,22,0,Football
1486356130.0,3,0,27,Football
1486360108.0,3,27,2,Football
1486355650.0,3,27,7,Football
1486388475.0,3,27,22,Football
1486354169.0,3,1,10,Football
1486352815.0,3,27,15,Football
1486354367.0,3,27,3,Football
1486352991.0,3,27,3,Football
1486359019.0,3,27,15,Football
1486392542.0,3,4,3,Football
1486356598.0,3,25,9,Football
1486392859.0,3,1,27,Football
1486360217.0,3,27,6,Football
1486402953.0,3,22,27,Football
1486394158.0,3,27,3,Football
1486351809.0,3,27,0,Football
1486351960.0,3,10,27,Football
1486351987.0,3,3,9,Football
1486352271.0,3,7,27,Football
1486352039.0,3,27,9,Football
1486353616.0,3,27,3,Football
1486352279.0,3,10,3,Football
1486353274.0,3,27,4,Football
1486353332.0,3,27,0,Football
1486353526.0,3,10,3,Football
1486351987.0,3,3,9,Football
1486353024.0,3,6,27,Football
1486352588.0,3,4,27,Football
1486352856.0,3,22,27,Football
1486354224.0,3,27,7,Football
1486352212.0,3,3,10,Football
1486352041.0,3,27,0,Football
1486352311.0,3,22,10,Football
1486352982.0,3,3,22,Football
1486353854.0,3,7,27,Football
1486355996.0,3,2,3,Football
1486356845.0,3,4,27,Football
1486357317.0,3,27,4,Football
1486357626.0,3,4,20,Football
1486358214.0,3,22,27,Football
1486358962.0,3,13,4,Football
1486361226.0,3,27,10,Football
1486362731.0,3,27,10,Football
1486364647.0,3,26,1,Football
1486367083.0,3,27,3,Football
1486374857.0,3,1,10,Football
1486380889.0,3,27,22,Football
1486386728.0,3,3,27,Football
1486387777.0,3,0,4,Football
1486387856.0,3,1,27,Football
1486392032.0,3,27,9,Football
1486397756.0,3,9,3,Football
1486400572.0,3,10,9,Football
