time,phase,predicted_emotion,predicted_emotion_2nd,sport,category
1369513258,2,27,22,Soccer,1N
1369513312,2,0,9,Soccer,1N
1369513333,2,27,25,Soccer,1N
1369513682,2,10,27,Soccer,1N
1369513832,2,4,0,Soccer,1N
1369514049,2,27,3,Soccer,1N
1369514094,2,27,3,Soccer,1N
1369514875,2,24,7,Soccer,1N
1369519138,2,3,4,Soccer,1N
1369525401,2,27,7,Soccer,1N
1369513378,2,27,10,Soccer,1N
1369513465,2,27,22,Soccer,1N
1369513556,2,27,22,Soccer,1N
1369514316,2,2,27,Soccer,1N
1369514423,2,4,22,Soccer,1N
1369514385,2,7,9,Soccer,1N
1369514247,2,13,27,Soccer,1N
1369510924,2,27,3,Soccer,1N
1369510990,2,13,26,Soccer,1N
1369511208,2,0,27,Soccer,1N
1369510259,2,27,0,Soccer,1N
1369510754,2,27,7,Soccer,1N
1369510672,2,27,3,Soccer,1N
1369510945,2,18,3,Soccer,1N
1369511011,2,27,20,Soccer,1N
1369510974,2,0,4,Soccer,1N
1369511107,2,0,27,Soccer,1N
1369515228,2,27,9,Soccer,1U
1369515267,2,10,22,Soccer,1N
1369515592,2,27,2,Soccer,1F
1369515685,2,27,3,Soccer,1F
1369515688,2,27,4,Soccer,1U
1369515622,2,27,10,Soccer,1N
1369507721,2,27,22,Soccer,1N
1369507737,2,4,3,Soccer,1N
1369507938,2,6,27,Soccer,1N
1369507940,2,27,22,Soccer,1N
1369507962,2,27,4,Soccer,1N
1369508234,2,27,5,Soccer,1N
1369508706,2,4,1,Soccer,1N
1369510061,2,8,27,Soccer,1N
1369511196,2,27,10,Soccer,1N
1369511222,2,27,3,Soccer,1N
1369511248,2,17,15,Soccer,1N
1369511189,2,27,4,Soccer,1N
1369512326,2,27,3,Soccer,1N
1369512772,2,4,3,Soccer,1N
1369512789,2,10,27,Soccer,1N
1369513025,2,27,22,Soccer,1N
1369513086,2,27,25,Soccer,1N
1369513327,2,27,3,Soccer,1N
1369513589,2,1,27,Soccer,1N
1369514693,2,0,27,Soccer,1N
1369514372,2,27,0,Soccer,1U
1369514626,2,9,10,Soccer,1N
1369515065,2,27,22,Soccer,1N
1369514734,2,27,0,Soccer,1N
1369514704,2,27,6,Soccer,1N
1369515040,2,10,27,Soccer,1N
1369516921,2,1,17,Soccer,1N
1369518940,2,20,8,Soccer,1U
1369514010,2,27,6,Soccer,1N
1369516377,2,27,9,Soccer,1N
1369516584,2,27,26,Soccer,1N
1369510682,2,27,0,Soccer,1N
1369511804,2,27,7,Soccer,1N
1369512629,2,27,13,Soccer,1N
1369511917,2,0,9,Soccer,1N
1369514761,2,27,7,Soccer,1N
1369508989,2,27,22,Soccer,1N
1369509240,2,3,2,Soccer,1N
1369509709,2,27,7,Soccer,1N
1369509790,2,27,10,Soccer,1N
1369509723,2,6,27,Soccer,1N
1369509781,2,10,3,Soccer,1N
1369509806,2,26,9,Soccer,1N
1369509826,2,27,25,Soccer,1N
1369509873,2,4,27,Soccer,1N
1369510559,2,27,0,Soccer,1N
1369512481,2,3,2,Soccer,1N
1369513884,2,27,20,Soccer,1N
1369513940,2,0,18,Soccer,1N
1369513875,2,20,13,Soccer,1N
1369514704,2,18,27,Soccer,1N
1369515171,2,27,22,Soccer,1U
1369515620,2,7,27,Soccer,1N
1369515436,2,26,13,Soccer,1N
1369514592,2,0,15,Soccer,1N
1369515153,2,27,7,Soccer,1N
1369514742,2,0,4,Soccer,1N
1369515341,2,0,9,Soccer,1N
1369513458,2,27,4,Soccer,1N
1369513448,2,27,22,Soccer,1N
1369513455,2,27,17,Soccer,1N
1369513453,2,3,10,Soccer,1N
1369514380,2,7,27,Soccer,1N
1369513397,2,7,27,Soccer,1N
1369513706,2,27,3,Soccer,1N
1369513328,2,27,10,Soccer,1N
1369514622,2,27,22,Soccer,1N
1369506952,2,27,4,Soccer,1N
1369507241,2,26,27,Soccer,1N
1369507389,2,3,27,Soccer,1N
1369510719,2,27,3,Soccer,1N
1369510722,2,15,17,Soccer,1N
1369513450,2,5,27,Soccer,1N
1369513429,2,18,0,Soccer,1N
1369513571,2,27,22,Soccer,1N
1369513841,2,18,27,Soccer,1N
1369513850,2,27,4,Soccer,1N
1369513861,2,27,3,Soccer,1F
1369513967,2,18,27,Soccer,1N
1369515331,2,27,22,Soccer,1N
1369515331,2,27,4,Soccer,1N
1369515806,2,27,22,Soccer,1N
1369515359,2,4,27,Soccer,1N
1369516033,2,27,22,Soccer,1N
1369509893,2,27,3,Soccer,1N
1369509936,2,3,27,Soccer,1N
1369509958,2,2,3,Soccer,1N
1369509934,2,27,4,Soccer,1N
1369509997,2,27,22,Soccer,1N
1369511804,2,10,22,Soccer,1N
1369511910,2,27,3,Soccer,1N
1369511722,2,6,27,Soccer,1N
1369511751,2,27,4,Soccer,1N
1369511675,2,27,3,Soccer,1N
1369511781,2,27,22,Soccer,1N
1369507357,2,17,0,Soccer,1N
1369507414,2,26,22,Soccer,1N
1369507438,2,7,26,Soccer,1N
1369507908,2,27,2,Soccer,1F
1369509695,2,27,22,Soccer,1N
1369510200,2,27,3,Soccer,1U
1369510724,2,27,3,Soccer,1N
1369514243,2,7,3,Soccer,1N
1369514738,2,27,0,Soccer,1N
1369515386,2,4,27,Soccer,1N
1369515694,2,27,10,Soccer,1N
1369516105,2,27,6,Soccer,1N
1369514425,2,4,0,Soccer,1N
1369507570,2,27,21,Soccer,1N
1369508401,2,4,27,Soccer,1N
1369510478,2,10,9,Soccer,1N
1369511372,2,27,4,Soccer,1N
1369511379,2,0,13,Soccer,1N
1369511384,2,0,20,Soccer,1N
1369511377,2,27,4,Soccer,1N
1369511844,2,0,27,Soccer,1N
1369512725,2,7,27,Soccer,1N
1369512765,2,4,27,Soccer,1N
1369513036,2,27,3,Soccer,1N
1369513044,2,27,4,Soccer,1U
1369513077,2,27,4,Soccer,1N
1369513984,2,27,22,Soccer,1N
1369514485,2,9,7,Soccer,1N
1369507832,2,18,8,Soccer,1N
1369509971,2,27,10,Soccer,1N
1369513343,2,27,0,Soccer,1N
1369513411,2,27,22,Soccer,1N
1369513368,2,27,22,Soccer,1U
1369513940,2,10,27,Soccer,1N
1369514200,2,9,20,Soccer,1N
1369514296,2,27,4,Soccer,1N
1369514420,2,6,27,Soccer,1N
1369514797,2,4,0,Soccer,1N
1369514927,2,4,1,Soccer,1N
1369509284,2,27,20,Soccer,1N
1369509264,2,24,25,Soccer,1N
1369509281,2,27,4,Soccer,1N
1369509325,2,27,10,Soccer,1N
1369509269,2,27,10,Soccer,1N
1369509189,2,7,15,Soccer,1N
1369509192,2,2,27,Soccer,1N
1369509528,2,27,10,Soccer,1N
1369515111,2,2,3,Soccer,1N
1369513312,2,7,3,Soccer,1N
1369513328,2,0,10,Soccer,1N
1369513360,2,4,0,Soccer,1N
1369513361,2,0,3,Soccer,1N
1369506785,2,27,6,Soccer,1N
1369506062,2,27,6,Soccer,1N
1369506069,2,27,10,Soccer,1N
1369506359,2,0,4,Soccer,1N
1369506862,2,27,7,Soccer,1N
1369508923,2,27,4,Soccer,1N
1369506525,2,3,27,Soccer,1N
1369506761,2,27,3,Soccer,1N
1369506884,2,27,7,Soccer,1N
1369506363,2,7,27,Soccer,1N
1369507701,2,3,2,Soccer,1N
1369506415,2,5,27,Soccer,1N
1369506582,2,25,27,Soccer,1N
1369513586,2,4,13,Soccer,1N
1369506759,2,27,15,Soccer,1F
1369507459,2,27,8,Soccer,1N
1369507806,2,27,4,Soccer,1N
1369507842,2,7,27,Soccer,1N
1369508098,2,7,6,Soccer,1N
1369508093,2,27,4,Soccer,1N
1369508106,2,1,17,Soccer,1N
1369508247,2,27,4,Soccer,1F
1369508317,2,4,27,Soccer,1N
1369508297,2,4,17,Soccer,1F
1369508308,2,27,4,Soccer,1N
1369508574,2,27,4,Soccer,1N
1369508582,2,27,3,Soccer,1N
1369508649,2,27,9,Soccer,1N
1369508793,2,27,17,Soccer,1N
1369508774,2,23,4,Soccer,1N
1369508990,2,27,7,Soccer,1N
1369509091,2,27,22,Soccer,1N
1369509092,2,9,27,Soccer,1N
1369509123,2,27,10,Soccer,1N
1369509182,2,27,22,Soccer,1N
1369509415,2,0,20,Soccer,1N
1369509425,2,27,3,Soccer,1N
1369509434,2,27,3,Soccer,1N
1369509817,2,7,27,Soccer,1N
1369509989,2,27,9,Soccer,1N
1369510196,2,27,0,Soccer,1N
1369510338,2,27,22,Soccer,1N
1369510635,2,27,0,Soccer,1N
1369511329,2,27,2,Soccer,1N
1369511296,2,27,3,Soccer,1N
1369514512,2,27,3,Soccer,1F
1369511947,2,4,20,Soccer,1N
1369512417,2,7,27,Soccer,1N
1369512616,2,4,10,Soccer,1N
1369512622,2,27,4,Soccer,1N
1369512779,2,7,27,Soccer,1N
1369512779,2,7,6,Soccer,1N
1369512793,2,25,27,Soccer,1N
1369513104,2,7,27,Soccer,1N
1369512792,2,27,3,Soccer,1N
1369512806,2,27,7,Soccer,1N
1369512850,2,27,2,Soccer,1N
1369512935,2,27,9,Soccer,1N
1369512922,2,27,4,Soccer,1N
1369512964,2,27,25,Soccer,1N
1369513012,2,3,9,Soccer,1N
1369513162,2,27,10,Soccer,1N
1369513215,2,27,4,Soccer,1N
1369513283,2,27,22,Soccer,1N
1369513337,2,27,9,Soccer,1N
1369513805,2,25,27,Soccer,1N
1369513932,2,27,2,Soccer,1N
1369513959,2,25,0,Soccer,1N
1369519992,2,27,7,Soccer,1N
1369514578,2,7,13,Soccer,1N
1369514595,2,27,25,Soccer,1N
1369514687,2,0,4,Soccer,1N
1369515128,2,27,3,Soccer,1N
1369514999,2,0,22,Soccer,1N
1369514994,2,27,7,Soccer,1N
1369593795,2,27,7,Soccer,1N
1369513280,2,27,7,Soccer,1N
1369513301,2,27,3,Soccer,1N
1369513532,2,27,4,Soccer,1N
1369513492,2,4,27,Soccer,1N
1369513478,2,27,13,Soccer,1N
1369513487,2,27,4,Soccer,1N
1369513498,2,27,3,Soccer,1N
1369507918,2,4,1,Soccer,1N
1369507922,2,9,4,Soccer,1N
1369513267,2,26,10,Soccer,1N
1369512966,2,2,3,Soccer,1N
1369515693,2,10,22,Soccer,1N
1369528305,2,22,27,Soccer,1N
1369513522,2,27,4,Soccer,1N
1369513338,2,3,2,Soccer,1N
1369508364,2,7,27,Soccer,1N
1369508386,2,3,27,Soccer,1N
1369508893,2,27,4,Soccer,1N
1369509596,2,27,0,Soccer,1N
1369512606,2,4,27,Soccer,1N
1369512784,2,4,27,Soccer,1N
1369512946,2,27,1,Soccer,1U
1369513236,2,18,0,Soccer,1N
1369514605,2,17,20,Soccer,1N
1369514340,2,1,7,Soccer,1N
1369514298,2,4,0,Soccer,1N
1369515310,2,27,3,Soccer,1N
1369514355,2,3,27,Soccer,1N
1369514388,2,1,17,Soccer,1N
1369523298,2,2,3,Soccer,1N
1369505911,2,4,27,Soccer,1N
1369507161,2,4,27,Soccer,1N
1369506690,2,3,27,Soccer,1N
1369507779,2,0,20,Soccer,1N
1369507596,2,4,27,Soccer,1N
1369514260,2,0,2,Soccer,1N
1369507641,2,27,6,Soccer,1N
1369507815,2,27,3,Soccer,1N
1369507586,2,0,27,Soccer,1F
1369507714,2,3,27,Soccer,1N
1369507885,2,0,4,Soccer,1N
1369508107,2,27,1,Soccer,1N
1369514345,3,27,3,Soccer,1N
1369514593,3,0,13,Soccer,1N
1369514521,3,0,25,Soccer,1N
1369515297,3,27,7,Soccer,1N
1369514547,3,0,21,Soccer,1N
1369514455,3,25,9,Soccer,1N
1369514510,3,27,3,Soccer,1N
1369514468,3,27,0,Soccer,1N
1369516654,3,3,0,Soccer,1N
1369514352,3,0,9,Soccer,1N
1369514352,3,27,3,Soccer,1N
1369515541,3,22,18,Soccer,1N
1369515250,3,27,13,Soccer,1N
1369514375,3,0,25,Soccer,1N
1369514379,3,0,17,Soccer,1N
1369515114,3,0,22,Soccer,1N
1369514496,3,20,9,Soccer,1N
1369515602,3,17,25,Soccer,1N
1369514614,3,3,1,Soccer,1N
1369514378,3,27,3,Soccer,1F
1369516293,3,27,17,Soccer,1N
1369514834,3,0,20,Soccer,1N
1369514400,3,7,27,Soccer,1N
1369514923,3,13,15,Soccer,1N
1369514954,3,25,9,Soccer,1N
1369514344,3,3,2,Soccer,1N
1369514773,3,0,9,Soccer,1N
1369514429,3,26,13,Soccer,1N
1369514562,3,9,3,Soccer,1N
1369514832,3,0,8,Soccer,1N
1369514602,3,15,23,Soccer,1N
1369514353,3,15,21,Soccer,1N
1369514501,3,9,27,Soccer,1N
1369514394,3,7,27,Soccer,1N
1369514430,3,27,22,Soccer,1N
1369514777,3,4,3,Soccer,1N
1369514433,3,27,26,Soccer,1N
1369514584,3,27,17,Soccer,1N
1369515173,3,27,4,Soccer,1N
1369514410,3,27,3,Soccer,1N
1369514409,3,22,0,Soccer,1N
1369514628,3,0,9,Soccer,1U
1369514487,3,27,22,Soccer,1N
1369514681,3,10,3,Soccer,1N
1369514353,3,0,15,Soccer,1N
1369514384,3,0,17,Soccer,1N
1369515906,3,7,27,Soccer,1N
1369514620,3,3,2,Soccer,1U
1369515475,3,17,15,Soccer,1N
1369514631,3,0,22,Soccer,1N
1369514399,3,27,22,Soccer,1N
1369515285,3,3,11,Soccer,1N
1369514490,3,20,15,Soccer,1N
1369514970,3,0,17,Soccer,1N
1369524462,3,0,13,Soccer,1N
1369514778,3,7,27,Soccer,1N
1369515303,3,27,4,Soccer,1N
1369515158,3,27,7,Soccer,1N
1369514849,3,0,4,Soccer,1N
1369516345,3,0,22,Soccer,1N
1369514477,3,0,22,Soccer,1N
1369516377,3,21,0,Soccer,1N
1369522050,3,25,4,Soccer,1N
1369522634,3,22,9,Soccer,1N
1369525228,3,26,7,Soccer,1N
1369531346,3,4,0,Soccer,1N
1369544270,3,7,6,Soccer,1N
1369515984,3,22,3,Soccer,1N
1369516273,3,3,1,Soccer,1N
1369514617,3,27,4,Soccer,1N
1369514649,3,25,22,Soccer,1N
1369514420,3,22,9,Soccer,1U
1369515405,3,27,22,Soccer,1N
1369514457,3,15,13,Soccer,1N
1369514456,3,0,17,Soccer,1N
1369514396,3,0,27,Soccer,1N
1369515143,3,2,27,Soccer,1N
1369515163,3,11,2,Soccer,1N
1369515257,3,21,0,Soccer,1N
1369516303,3,9,7,Soccer,1N
1369516450,3,17,23,Soccer,1N
1369516688,3,13,7,Soccer,1N
1369517551,3,20,27,Soccer,1N
1369521090,3,0,17,Soccer,1N
1369521586,3,0,27,Soccer,1N
1369524578,3,2,3,Soccer,1N
1369529665,3,2,18,Soccer,1N
1369515427,3,0,18,Soccer,1F
1369527298,3,2,3,Soccer,1N
1369514982,3,27,21,Soccer,1N
1369516860,3,0,22,Soccer,1N
1369517706,3,27,22,Soccer,1N
1369517919,3,14,0,Soccer,1N
1369522783,3,7,6,Soccer,1N
1369515534,3,27,3,Soccer,1N
1369515716,3,27,7,Soccer,1N
1369514534,3,27,0,Soccer,1N
1369514437,3,27,7,Soccer,1N
1369514721,3,0,18,Soccer,1N
1369514980,3,1,17,Soccer,1N
1369515218,3,13,4,Soccer,1N
1369521387,3,0,4,Soccer,1N
1369514560,3,24,22,Soccer,1N
1369517215,3,0,9,Soccer,1N
1369514459,3,0,27,Soccer,1N
1369520407,3,2,0,Soccer,1N
1369514406,3,22,4,Soccer,1N
1369514486,3,0,26,Soccer,1N
1369514529,3,0,26,Soccer,1N
1369514634,3,15,0,Soccer,1N
1369514669,3,0,9,Soccer,1N
1369514824,3,0,4,Soccer,1N
1369514988,3,0,4,Soccer,1N
1369515010,3,0,4,Soccer,1N
1369516292,3,0,4,Soccer,1N
1369516413,3,2,27,Soccer,1N
1369516463,3,0,25,Soccer,1N
1369516481,3,27,1,Soccer,1N
1369516675,3,0,9,Soccer,1N
1369516932,3,0,8,Soccer,1N
1369517547,3,7,27,Soccer,1N
1369517580,3,0,27,Soccer,1N
1369518202,3,17,25,Soccer,1N
1369519004,3,0,9,Soccer,1N
1369520423,3,7,27,Soccer,1N
1369525241,3,0,9,Soccer,1N
1369526123,3,0,21,Soccer,1N
1369527219,3,17,0,Soccer,1N
1369538688,3,0,4,Soccer,1N
1369550318,3,0,9,Soccer,1N
1369516397,3,3,0,Soccer,1N
1369514587,3,0,4,Soccer,1N
1369515331,3,0,22,Soccer,1N
1369515523,3,27,11,Soccer,1N
1369515645,3,7,27,Soccer,1N
1369516244,3,25,27,Soccer,1N
1369516691,3,7,0,Soccer,1N
1369582577,3,2,27,Soccer,1N
1369514423,3,0,9,Soccer,1N
1369514548,3,13,21,Soccer,1N
1369517478,3,3,27,Soccer,1N
1369514529,3,0,14,Soccer,1N
1369516971,3,0,4,Soccer,1N
1369514484,3,3,2,Soccer,1N
1369514442,3,26,0,Soccer,1N
1369514450,3,0,14,Soccer,1N
1369514530,3,27,3,Soccer,1N
1369514539,3,9,27,Soccer,1N
1369514808,3,21,13,Soccer,1N
1369515236,3,20,22,Soccer,1N
1369515537,3,0,15,Soccer,1N
1369516014,3,26,0,Soccer,1N
1369516479,3,27,7,Soccer,1N
1369516927,3,24,7,Soccer,1N
1369517020,3,0,20,Soccer,1F
1369514559,3,0,27,Soccer,1N
1369514648,3,4,27,Soccer,1N
1369514876,3,0,15,Soccer,1N
1369515138,3,27,21,Soccer,1N
1369515794,3,22,4,Soccer,1N
1369516561,3,4,22,Soccer,1N
1369515705,3,27,4,Soccer,1N
1369515994,3,9,22,Soccer,1N
1369514414,3,0,18,Soccer,1N
1369514487,3,0,4,Soccer,1N
1369514499,3,3,27,Soccer,1N
1369514731,3,27,3,Soccer,1N
1369514742,3,0,9,Soccer,1N
1369514744,3,0,12,Soccer,1N
1369514750,3,26,0,Soccer,1N
1369514823,3,0,13,Soccer,1N
1369514843,3,3,27,Soccer,1N
1369514887,3,27,4,Soccer,1N
1369514938,3,22,27,Soccer,1N
1369514946,3,18,0,Soccer,1N
1369514954,3,0,15,Soccer,1N
1369515122,3,0,22,Soccer,1N
1369515178,3,7,27,Soccer,1N
1369515201,3,18,17,Soccer,1N
1369515259,3,4,27,Soccer,1N
1369516611,3,3,27,Soccer,1N
1369518443,3,0,13,Soccer,1N
1369519332,3,19,8,Soccer,1F
1369520118,3,27,3,Soccer,1N
1369520181,3,26,22,Soccer,1N
1369530566,3,13,9,Soccer,1N
1369531848,3,0,17,Soccer,1N
1369533358,3,6,22,Soccer,1N
1369536891,3,4,20,Soccer,1N
1369542242,3,27,5,Soccer,1N
1369578459,3,26,0,Soccer,1N
1369515235,3,2,3,Soccer,1N
1369514582,3,0,7,Soccer,1N
1369517144,3,15,0,Soccer,1U
1369514430,3,27,3,Soccer,1N
1369517325,3,27,7,Soccer,1N
1369514533,3,0,4,Soccer,1N
1369515078,3,13,27,Soccer,1N
1369521854,3,7,6,Soccer,1N
1369547276,3,26,9,Soccer,1N
1369515156,3,0,4,Soccer,1N
1369514405,3,20,27,Soccer,1N
1369514482,3,15,0,Soccer,1N
1369514531,3,20,0,Soccer,1N
1369514773,3,27,13,Soccer,1N
1369514848,3,27,13,Soccer,1N
1369515001,3,4,0,Soccer,1N
1369515266,3,0,25,Soccer,1N
1369515371,3,20,27,Soccer,1N
1369515378,3,27,7,Soccer,1N
1369515678,3,0,27,Soccer,1N
1369515713,3,10,9,Soccer,1N
1369515852,3,18,17,Soccer,1N
1369516322,3,7,27,Soccer,1N
1369517420,3,10,11,Soccer,1N
1369521829,3,27,0,Soccer,1N
1369514703,3,3,22,Soccer,1N
1369517249,3,9,22,Soccer,1N
1369514606,3,3,9,Soccer,1N
1369514903,3,2,3,Soccer,1N
1369514474,3,17,23,Soccer,1N
1369516889,3,7,27,Soccer,1N
1369515286,3,12,15,Soccer,1N
1369515758,3,8,0,Soccer,1N
1369515784,3,13,20,Soccer,1N
1369542472,3,27,6,Soccer,1N
1369515454,3,27,10,Soccer,1N
1369515859,3,17,0,Soccer,1N
1369515253,3,7,3,Soccer,1N
1369514448,3,4,27,Soccer,1N
1369514421,3,0,9,Soccer,1N
1369514345,3,27,22,Soccer,1N
1369516047,3,27,3,Soccer,1N
1369516974,3,0,6,Soccer,1N
1369517083,3,2,26,Soccer,1N
1369514903,3,27,25,Soccer,1N
1369515666,3,7,6,Soccer,1N
1369516207,3,0,13,Soccer,1N
1369516617,3,27,4,Soccer,1N
1369516200,3,0,15,Soccer,1N
1369522593,3,27,9,Soccer,1N
1369516920,3,7,20,Soccer,1N
1369514742,3,4,9,Soccer,1N
1369516176,3,27,22,Soccer,1N
1369515982,3,7,6,Soccer,1N
1369516409,3,27,20,Soccer,1N
1369519069,3,7,6,Soccer,1N
1369515267,3,9,3,Soccer,1N
1369518053,3,3,20,Soccer,1N
1369514425,3,0,13,Soccer,1N
1369514946,3,26,0,Soccer,1N
1369515253,3,0,27,Soccer,1N
1369515041,3,20,8,Soccer,1F
1369514508,3,0,22,Soccer,1N
1369529686,3,4,14,Soccer,1N
1369516465,3,0,4,Soccer,1N
1369520360,3,27,0,Soccer,1U
1369532740,3,0,4,Soccer,1N
1369569810,3,17,13,Soccer,1U
1369517107,3,3,27,Soccer,1N
1369516484,3,27,22,Soccer,1U
1369516108,3,25,27,Soccer,1N
1369533578,3,25,9,Soccer,1N
1369515378,3,4,20,Soccer,1F
1369515799,3,27,6,Soccer,1N
1369522529,3,27,10,Soccer,1N
1369516847,3,0,21,Soccer,1N
1369518185,3,8,22,Soccer,1N
1369532490,3,0,9,Soccer,1U
1369517003,3,0,27,Soccer,1N
1369515689,3,7,6,Soccer,1N
1369514886,3,27,20,Soccer,1N
1369515315,3,27,4,Soccer,1N
1369515004,3,27,4,Soccer,1N
1369515016,3,4,20,Soccer,1N
1369540289,3,27,20,Soccer,1N
1369516456,3,27,13,Soccer,1N
1369516189,3,27,22,Soccer,1N
1369519353,3,0,13,Soccer,1N
1369514841,3,17,5,Soccer,1N
1369516566,3,17,13,Soccer,1N
1369514729,3,15,22,Soccer,1N
1369514653,3,27,17,Soccer,1N
1369520266,3,19,14,Soccer,1N
1369514963,3,27,25,Soccer,1N
1369519831,3,27,3,Soccer,1N
1369527042,3,27,17,Soccer,1N
1369535147,3,25,22,Soccer,1N
1369517122,3,0,7,Soccer,1N
1369525825,3,27,4,Soccer,1N
1369515163,3,3,10,Soccer,1N
1369521319,3,27,22,Soccer,1N
1369515377,3,8,27,Soccer,1N
1369515312,3,27,7,Soccer,1N
1369514509,3,27,3,Soccer,1N
1369514466,3,6,7,Soccer,1N
1369515778,3,26,2,Soccer,1N
1369526334,3,7,27,Soccer,1N
1369544543,3,14,25,Soccer,1N
1369515835,3,1,26,Soccer,1N
1369518695,3,27,2,Soccer,1F
1369517844,3,1,27,Soccer,1N
1369524992,3,27,10,Soccer,1N
1369516879,3,7,27,Soccer,1N
1369517817,3,27,7,Soccer,1N
1369551305,3,27,7,Soccer,1N
1369522176,3,2,3,Soccer,1N
1369575708,3,27,7,Soccer,1N
1369515595,3,0,4,Soccer,1N
1369515547,3,4,0,Soccer,1N
1369518485,3,11,2,Soccer,1N
1369519103,3,0,4,Soccer,1N
1369514888,3,27,4,Soccer,1N
1369514813,3,27,22,Soccer,1N
1369516447,3,7,6,Soccer,1N
1369514491,3,27,0,Soccer,1N
1369514533,3,27,3,Soccer,1U
1369515469,3,27,22,Soccer,1N
1369532902,3,25,24,Soccer,1N
1369515970,3,26,22,Soccer,1N
1369527765,3,0,22,Soccer,1N
1369515956,3,9,0,Soccer,1N
1369515213,3,3,15,Soccer,1N
1369517788,3,0,4,Soccer,1N
1369515561,3,0,9,Soccer,1N
1369518313,3,0,4,Soccer,1N
1369518795,3,27,22,Soccer,1N
1369521855,3,27,0,Soccer,1N
1369539263,3,15,0,Soccer,1N
1369517538,3,18,0,Soccer,1N
1369520864,3,22,27,Soccer,1N
1369520986,3,0,15,Soccer,1N
1369523590,3,2,3,Soccer,1N
1369526149,3,0,20,Soccer,1N
1369538755,3,27,6,Soccer,1N
1369544760,3,0,17,Soccer,1N
1369516572,3,1,17,Soccer,1N
1369522244,3,27,4,Soccer,1N
1369517133,3,0,9,Soccer,1N
1369517756,3,27,25,Soccer,1N
1369525021,3,3,2,Soccer,1N
1369532984,3,3,2,Soccer,1N
1369516482,3,0,2,Soccer,1N
1369516849,3,0,3,Soccer,1N
1369519754,3,0,10,Soccer,1N
1369515945,3,0,22,Soccer,1N
1369516494,3,0,27,Soccer,1N
1369530101,3,27,0,Soccer,1N
1369521970,3,27,8,Soccer,1N
1369521402,3,27,7,Soccer,1N
1369518788,3,27,6,Soccer,1N
1369521828,3,22,23,Soccer,1N
1369514830,3,17,9,Soccer,1N
1369515021,3,0,4,Soccer,1N
1369515371,3,0,4,Soccer,1N
1369514889,3,0,7,Soccer,1N
1369514739,3,0,4,Soccer,1N
1369515041,3,27,21,Soccer,1N
1369522368,3,22,26,Soccer,1N
1369515943,3,27,0,Soccer,1N
1369518150,3,27,7,Soccer,1N
1369516068,3,27,7,Soccer,1N
1369516696,3,20,27,Soccer,1N
1369514861,3,7,27,Soccer,1N
1369516422,3,0,26,Soccer,1N
1369546023,3,22,0,Soccer,1N
1369517076,3,27,15,Soccer,1N
1369518540,3,27,6,Soccer,1N
1369520334,3,27,2,Soccer,1N
1369518968,3,27,6,Soccer,1N
1369522545,3,4,0,Soccer,1N
1369514630,3,4,22,Soccer,1N
1369516657,3,7,6,Soccer,1N
1369514463,3,27,4,Soccer,1N
1369514604,3,4,27,Soccer,1N
1369515072,3,27,7,Soccer,1N
1369514443,3,27,25,Soccer,1N
1369521713,3,7,27,Soccer,1N
1369514902,3,27,13,Soccer,1N
1369515227,3,15,0,Soccer,1N
1369516420,3,0,27,Soccer,1N
1369516687,3,22,27,Soccer,1N
1369516997,3,3,1,Soccer,1N
1369516025,3,15,27,Soccer,1N
1369523326,3,27,0,Soccer,1N
1369514859,3,27,4,Soccer,1N
1369514779,3,10,9,Soccer,1N
1369515832,3,27,4,Soccer,1N
1369523740,3,27,22,Soccer,1N
1369514886,3,10,3,Soccer,1N
1369517864,3,7,22,Soccer,1N
1369523127,3,27,2,Soccer,1N
1369514470,3,27,6,Soccer,1N
1369516321,3,27,22,Soccer,1N
1369514761,3,4,0,Soccer,1N
1369514652,3,3,4,Soccer,1N
1369514993,3,27,9,Soccer,1N
1369517262,3,27,22,Soccer,1N
1369515139,3,27,4,Soccer,1N
1369519548,3,27,25,Soccer,1N
1369516483,3,0,4,Soccer,1N
1369519256,3,10,22,Soccer,1N
1369515670,3,9,7,Soccer,1N
1369515802,3,27,4,Soccer,1N
1369515056,3,27,22,Soccer,1N
1369562529,3,27,4,Soccer,1N
1369516096,3,27,4,Soccer,1N
1369521944,3,7,27,Soccer,1N
1369522237,3,27,5,Soccer,1N
1369516080,3,27,15,Soccer,1N
1369516106,3,9,3,Soccer,1N
1369515659,3,10,25,Soccer,1N
1369515103,3,27,7,Soccer,1N
1369519561,3,27,0,Soccer,1N
1369515832,3,26,27,Soccer,1N
1369516551,3,27,0,Soccer,1N
1369532989,3,27,4,Soccer,1N
1369514675,3,1,17,Soccer,1N
1369514831,3,4,27,Soccer,1N
1369514573,3,27,8,Soccer,1N
1369514633,3,10,3,Soccer,1N
1369514692,3,27,0,Soccer,1N
1369514879,3,10,11,Soccer,1N
1369517501,3,27,7,Soccer,1N
1369532189,3,27,4,Soccer,1N
1369516748,3,7,27,Soccer,1N
1369514926,3,9,27,Soccer,1N
1369518678,3,27,7,Soccer,1N
1369516214,3,27,4,Soccer,1N
1369516123,3,27,9,Soccer,1N
1369516004,3,27,7,Soccer,1N
1369519005,3,4,0,Soccer,1N
1369514928,3,4,7,Soccer,1N
1369514561,3,27,3,Soccer,1N
1369514696,3,27,4,Soccer,1N
1369514938,3,26,2,Soccer,1N
1369526294,3,20,27,Soccer,1N
